car_ID,CarName,fueltype,horsepower,enginesize,doornumber,citympg,highwaympg,carbody,price
33,honda civic,gas,60,79,two,38,42,hatchback,5399.0
34,honda accord cvcc,gas,76,92,two,30,34,hatchback,6529.0
35,honda civic cvcc,gas,76,92,two,30,34,hatchback,7129.0
36,honda accord lx,gas,76,92,four,30,34,sedan,7295.0
37,honda civic 1500 gl,gas,76,92,four,30,34,wagon,7295.0
38,honda accord,gas,86,110,two,27,33,hatchback,7895.0
39,honda civic 1300,gas,86,110,two,27,33,hatchback,9095.0
40,honda prelude,gas,86,110,four,27,33,sedan,8845.0
41,honda accord,gas,86,110,four,27,33,sedan,10295.0
42,honda civic,gas,101,110,four,24,28,sedan,12945.0
43,honda civic (auto),gas,100,110,two,25,31,sedan,10345.0
44,isuzu MU-X,gas,78,111,four,24,29,sedan,6785.0
45,isuzu D-Max ,gas,70,90,two,38,43,sedan,8916.5
46,isuzu D-Max V-Cross,gas,70,90,four,38,43,sedan,8916.5
47,isuzu D-Max ,gas,90,119,two,24,29,hatchback,11048.0
48,jaguar xj,gas,176,258,four,15,19,sedan,32250.0
49,jaguar xf,gas,176,258,four,15,19,sedan,35550.0
50,jaguar xk,gas,262,326,two,13,17,sedan,36000.0
51,maxda rx3,gas,68,91,two,30,31,hatchback,5195.0
52,maxda glc deluxe,gas,68,91,two,31,38,hatchback,6095.0
53,mazda rx2 coupe,gas,68,91,two,31,38,hatchback,6795.0
54,mazda rx-4,gas,68,91,four,31,38,sedan,6695.0
55,mazda glc deluxe,gas,68,91,four,31,38,sedan,7395.0
56,mazda 626,gas,101,70,two,17,23,hatchback,10945.0
57,mazda glc,gas,101,70,two,17,23,hatchback,11845.0
58,mazda rx-7 gs,gas,101,70,two,17,23,hatchback,13645.0
59,mazda glc 4,gas,135,80,two,16,23,hatchback,15645.0
60,mazda 626,gas,84,122,two,26,32,hatchback,8845.0
61,mazda glc custom l,gas,84,122,four,26,32,sedan,8495.0
62,mazda glc custom,gas,84,122,two,26,32,hatchback,10595.0
63,mazda rx-4,gas,84,122,four,26,32,sedan,10245.0
64,mazda glc deluxe,diesel,64,122,four,36,42,sedan,10795.0
65,mazda 626,gas,84,122,four,26,32,hatchback,11245.0
66,mazda glc,gas,120,140,four,19,27,sedan,18280.0
67,mazda rx-7 gs,diesel,72,134,four,31,39,sedan,18344.0
68,buick electra 225 custom,diesel,123,183,four,22,25,sedan,25552.0
69,buick century luxus (sw),diesel,123,183,four,22,25,wagon,28248.0
70,buick century,diesel,123,183,two,22,25,hardtop,28176.0
71,buick skyhawk,diesel,123,183,four,22,25,sedan,31600.0
72,buick opel isuzu deluxe,gas,155,234,four,16,18,sedan,34184.0
73,buick skylark,gas,155,234,two,16,18,convertible,35056.0
74,buick century special,gas,184,308,four,14,16,sedan,40960.0
75,buick regal sport coupe (turbo),gas,184,304,two,14,16,hardtop,45400.0
76,mercury cougar,gas,175,140,two,19,24,hatchback,16503.0
77,mitsubishi mirage,gas,68,92,two,37,41,hatchback,5389.0
78,mitsubishi lancer,gas,68,92,two,31,38,hatchback,6189.0
79,mitsubishi outlander,gas,68,92,two,31,38,hatchback,6669.0
80,mitsubishi g4,gas,102,98,two,24,30,hatchback,7689.0
81,mitsubishi mirage g4,gas,116,110,two,23,30,hatchback,9959.0
82,mitsubishi g4,gas,88,122,two,25,32,hatchback,8499.0
83,mitsubishi outlander,gas,145,156,two,19,24,hatchback,12629.0
84,mitsubishi g4,gas,145,156,two,19,24,hatchback,14869.0
85,mitsubishi mirage g4,gas,145,156,two,19,24,hatchback,14489.0
86,mitsubishi montero,gas,88,122,four,25,32,sedan,6989.0
87,mitsubishi pajero,gas,88,122,four,25,32,sedan,8189.0
88,mitsubishi outlander,gas,116,110,four,23,30,sedan,9279.0
89,mitsubishi mirage g4,gas,116,110,four,23,30,sedan,9279.0
90,Nissan versa,gas,69,97,two,31,37,sedan,5499.0
91,nissan gt-r,diesel,55,103,two,45,50,sedan,7099.0
92,nissan rogue,gas,69,97,two,31,37,sedan,6649.0
93,nissan latio,gas,69,97,four,31,37,sedan,6849.0
94,nissan titan,gas,69,97,four,31,37,wagon,7349.0
95,nissan leaf,gas,69,97,two,31,37,sedan,7299.0
96,nissan juke,gas,69,97,two,31,37,hatchback,7799.0
97,nissan latio,gas,69,97,four,31,37,sedan,7499.0
98,nissan note,gas,69,97,four,31,37,wagon,7999.0
99,nissan clipper,gas,69,97,two,31,37,hardtop,8249.0
100,nissan rogue,gas,97,120,four,27,34,hatchback,8949.0
101,nissan nv200,gas,97,120,four,27,34,sedan,9549.0
102,nissan dayz,gas,152,181,four,17,22,sedan,13499.0
103,nissan fuga,gas,152,181,four,17,22,wagon,14399.0
104,nissan otti,gas,152,181,four,19,25,sedan,13499.0
105,nissan teana,gas,160,181,two,19,25,hatchback,17199.0
106,nissan kicks,gas,200,181,two,17,23,hatchback,19699.0
107,nissan clipper,gas,160,181,two,19,25,hatchback,18399.0
108,peugeot 504,gas,97,120,four,19,24,sedan,11900.0
109,peugeot 304,diesel,95,152,four,28,33,sedan,13200.0
110,peugeot 504 (sw),gas,97,120,four,19,24,wagon,12440.0
111,peugeot 504,diesel,95,152,four,25,25,wagon,13860.0
112,peugeot 504,gas,95,120,four,19,24,sedan,15580.0
113,peugeot 604sl,diesel,95,152,four,28,33,sedan,16900.0
114,peugeot 504,gas,95,120,four,19,24,wagon,16695.0
115,peugeot 505s turbo diesel,diesel,95,152,four,25,25,wagon,17075.0
116,peugeot 504,gas,97,120,four,19,24,sedan,16630.0
117,peugeot 504,diesel,95,152,four,28,33,sedan,17950.0
118,peugeot 604sl,gas,142,134,four,18,24,sedan,18150.0
119,plymouth fury iii,gas,68,90,two,37,41,hatchback,5572.0
120,plymouth cricket,gas,102,98,two,24,30,hatchback,7957.0
121,plymouth fury iii,gas,68,90,four,31,38,hatchback,6229.0
122,plymouth satellite custom (sw),gas,68,90,four,31,38,sedan,6692.0
123,plymouth fury gran sedan,gas,68,98,four,31,38,sedan,7609.0
124,plymouth valiant,gas,88,122,four,24,30,wagon,8921.0
125,plymouth duster,gas,145,156,two,19,24,hatchback,12764.0
126,porsche macan,gas,143,151,two,19,27,hatchback,22018.0
127,porcshce panamera,gas,207,194,two,17,25,hardtop,32528.0
128,porsche cayenne,gas,207,194,two,17,25,hardtop,34028.0
129,porsche boxter,gas,207,194,two,17,25,convertible,37028.0
130,porsche cayenne,gas,288,203,two,17,28,hatchback,31400.5
131,renault 12tl,gas,90,132,four,23,31,wagon,9295.0
132,renault 5 gtl,gas,90,132,two,23,31,hatchback,9895.0
133,saab 99e,gas,110,121,two,21,28,hatchback,11850.0
134,saab 99le,gas,110,121,four,21,28,sedan,12170.0
135,saab 99le,gas,110,121,two,21,28,hatchback,15040.0
136,saab 99gle,gas,110,121,four,21,28,sedan,15510.0
137,saab 99gle,gas,160,121,two,19,26,hatchback,18150.0
138,saab 99e,gas,160,121,four,19,26,sedan,18620.0
139,subaru,gas,69,97,two,31,36,hatchback,5118.0
140,subaru dl,gas,73,108,two,26,31,hatchback,7053.0
141,subaru dl,gas,73,108,two,26,31,hatchback,7603.0
142,subaru,gas,82,108,four,32,37,sedan,7126.0
143,subaru brz,gas,82,108,four,28,33,sedan,7775.0
144,subaru baja,gas,94,108,four,26,32,sedan,9960.0
145,subaru r1,gas,82,108,four,24,25,sedan,9233.0
146,subaru r2,gas,111,108,four,24,29,sedan,11259.0
147,subaru trezia,gas,82,108,four,28,32,wagon,7463.0
148,subaru tribeca,gas,94,108,four,25,31,wagon,10198.0
149,subaru dl,gas,82,108,four,23,29,wagon,8013.0
150,subaru dl,gas,111,108,four,23,23,wagon,11694.0
151,toyota corona mark ii,gas,62,92,two,35,39,hatchback,5348.0
152,toyota corona,gas,62,92,two,31,38,hatchback,6338.0
153,toyota corolla 1200,gas,62,92,four,31,38,hatchback,6488.0
154,toyota corona hardtop,gas,62,92,four,31,37,wagon,6918.0
155,toyota corolla 1600 (sw),gas,62,92,four,27,32,wagon,7898.0
156,toyota carina,gas,62,92,four,27,32,wagon,8778.0
157,toyota mark ii,gas,70,98,four,30,37,sedan,6938.0
158,toyota corolla 1200,gas,70,98,four,30,37,hatchback,7198.0
159,toyota corona,diesel,56,110,four,34,36,sedan,7898.0
160,toyota corolla,diesel,56,110,four,38,47,hatchback,7788.0
161,toyota corona,gas,70,98,four,38,47,sedan,7738.0
162,toyota corolla,gas,70,98,four,28,34,hatchback,8358.0
163,toyota mark ii,gas,70,98,four,28,34,sedan,9258.0
164,toyota corolla liftback,gas,70,98,two,29,34,sedan,8058.0
165,toyota corona,gas,70,98,two,29,34,hatchback,8238.0
166,toyota celica gt liftback,gas,112,98,two,26,29,sedan,9298.0
167,toyota corolla tercel,gas,112,98,two,26,29,hatchback,9538.0
168,toyota corona liftback,gas,116,146,two,24,30,hardtop,8449.0
169,toyota corolla,gas,116,146,two,24,30,hardtop,9639.0
170,toyota starlet,gas,116,146,two,24,30,hatchback,9989.0
171,toyota tercel,gas,116,146,two,24,30,hardtop,11199.0
172,toyota corolla,gas,116,146,two,24,30,hatchback,11549.0
173,toyota cressida,gas,116,146,two,24,30,convertible,17669.0
174,toyota corolla,gas,92,122,four,29,34,sedan,8948.0
175,toyota celica gt,diesel,73,110,four,30,33,sedan,10698.0
176,toyota corona,gas,92,122,four,27,32,hatchback,9988.0
177,toyota corolla,gas,92,122,four,27,32,sedan,10898.0
178,toyota mark ii,gas,92,122,four,27,32,hatchback,11248.0
179,toyota corolla liftback,gas,161,171,two,20,24,hatchback,16558.0
180,toyota corona,gas,161,171,two,19,24,hatchback,15998.0
181,toyota starlet,gas,156,171,four,20,24,sedan,15690.0
182,toyouta tercel,gas,156,161,four,19,24,wagon,15750.0
183,vokswagen rabbit,diesel,52,97,two,37,46,sedan,7775.0
184,volkswagen 1131 deluxe sedan,gas,85,109,two,27,34,sedan,7975.0
185,volkswagen model 111,diesel,52,97,four,37,46,sedan,7995.0
186,volkswagen type 3,gas,85,109,four,27,34,sedan,8195.0
187,volkswagen 411 (sw),gas,85,109,four,27,34,sedan,8495.0
188,volkswagen super beetle,diesel,68,97,four,37,42,sedan,9495.0
189,volkswagen dasher,gas,100,109,four,26,32,sedan,9995.0
190,vw dasher,gas,90,109,two,24,29,convertible,11595.0
191,vw rabbit,gas,90,109,two,24,29,hatchback,9980.0
192,volkswagen rabbit,gas,110,136,four,19,24,sedan,13295.0
193,volkswagen rabbit custom,diesel,68,97,four,33,38,sedan,13845.0
194,volkswagen dasher,gas,88,109,four,25,31,wagon,12290.0
195,volvo 145e (sw),gas,114,141,four,23,28,sedan,12940.0
196,volvo 144ea,gas,114,141,four,23,28,wagon,13415.0
197,volvo 244dl,gas,114,141,four,24,28,sedan,15985.0
198,volvo 245,gas,114,141,four,24,28,wagon,16515.0
199,volvo 264gl,gas,162,130,four,17,22,sedan,18420.0
200,volvo diesel,gas,162,130,four,17,22,wagon,18950.0
201,volvo 145e (sw),gas,114,141,four,23,28,sedan,16845.0
202,volvo 144ea,gas,160,141,four,19,25,sedan,19045.0
203,volvo 244dl,gas,134,173,four,18,23,sedan,21485.0
204,volvo 246,diesel,106,145,four,26,27,sedan,22470.0
205,volvo 264gl,gas,114,141,four,19,25,sedan,22625.0
